mpicc -g -Wall -O3 -o mmult_mpi.x code/mmult_mpi.c
1	281.761
2	142.87
3	96.0719
4	80.0042
5	64.3658
6	56.3314
7	48.2725
8	42.9654
9	38.3278
10	35.1976
11	31.3469
12	29.6936
13	28.1995
14	26.5178
15	25.5501
16	23.996
17	22.9314
18	32.9197
19	29.4997
20	19.836
21	19.9465
22	19.2158
23	18.2543
24	76.9445
25	17.4035
26	17.2038
27	16.5682
28	16.2497
29	16.3963
30	82.7232
31	15.1634
32	15.1866
