mpicc -g -Wall -O3 -o trape_mpi.x code/trape_mpi.c -lm
1	28.2754
2	15.8345
3	11.7974
4	8.62931
5	7.29007
6	6.13195
7	5.2139
8	4.59151
9	4.14094
10	3.66202
11	3.36211
12	3.1642
13	2.86277
14	2.68633
15	2.54229
16	2.33528
17	2.24404
18	2.12292
19	3.91117
20	1.95559
21	1.88271
22	1.83241
23	1.69465
24	1.63596
25	1.5929
26	1.54939
27	11.315
28	1.82603
29	1.43209
30	1.3466
31	1.32709
32	1.23568
