1	242.293
1	241.994
1	244.195
1	243.639
1	243.892
1	243.623
1	243.888
1	243.993
1	243.717
1	243.943
1	243.645
1	242.064
1	244.307
1	243.579
1	243.711
1	243.668
1	243.799
1	244.239
1	243.588
1	243.881
1	243.634
1	243.889
1	242.686
1	243.605
1	243.79
1	243.653
1	242.605
1	242.798
1	243.577
1	243.818
2	163.959
2	164.117
2	165.469
2	165.656
2	165.449
2	165.632
2	165.054
2	165.396
2	165.513
2	165.396
2	165.484
2	163.968
2	165.226
2	165.279
2	163.891
2	165.486
2	165.357
2	165.738
2	165.668
2	165.402
2	165.34
2	165.561
2	165.374
2	164.092
2	165.7
2	163.943
2	165.384
2	165.372
2	164.012
2	164.076
3	111.388
3	111.313
3	111.303
3	110.005
3	109.865
3	110.944
3	110.111
3	109.986
3	109.884
3	110.889
3	111.235
3	111.391
3	110.572
3	111.111
3	111.021
3	109.929
3	111.47
3	111.28
3	111.225
3	111.241
3	111.221
3	110.041
3	111.03
3	111.161
3	111.293
3	110.036
3	110.914
3	109.991
3	111.273
3	110.947
4	82.706
4	81.913
4	83.124
4	83.248
4	83.263
4	83.215
4	82.573
4	82.662
4	82.747
4	82.704
4	82.047
4	82.239
4	83.298
4	82.743
4	82.543
4	82.361
4	83.318
4	82.88
4	83.272
4	83.53
4	82.778
4	82.871
4	82.762
4	83.043
4	82.786
4	83.363
4	82.946
4	83.431
4	82.504
4	82.804
5	65.693
5	65.774
5	65.661
5	65.723
5	65.871
5	65.671
5	65.1
5	65.673
5	65.148
5	65.778
5	64.93
5	65.771
5	65.743
5	65.712
5	65.934
5	65.769
5	65.75
5	65.814
5	65.742
5	65.747
5	65.629
5	65.197
5	65.701
5	65.755
5	65.76
5	64.978
5	65.711
5	65.066
5	65.181
5	65.743
6	54.215
6	54.213
6	54.089
6	54.275
6	55.069
6	54.248
6	53.617
6	54.311
6	54.162
6	54.317
6	53.331
6	54.272
6	54.249
6	53.746
6	55.144
6	53.567
6	55.325
6	54.361
6	54.359
6	54.245
6	54.277
6	54.223
6	53.567
6	54.152
6	54.24
6	54.371
6	53.521
6	54.38
6	54.057
6	55.226
7	46.572
7	46.482
7	46.462
7	46.877
7	46.845
7	46.319
7	46.545
7	46.892
7	46.674
7	46.468
7	46.777
7	46.742
7	46.653
7	46.73
7	46.35
7	46.335
7	46.552
7	46.635
7	46.619
7	46.81
7	46.49
7	46.669
7	46.895
7	46.858
7	46.439
7	46.828
7	48.595
7	46.406
7	46.353
7	46.588
8	40.54
8	39.361
8	40.277
8	40.388
8	40.119
8	40.17
8	40.105
8	40.329
8	40.248
8	40.277
8	39.972
8	40.326
8	40.685
8	39.268
8	40.023
8	40.439
8	40.343
8	40.683
8	40.007
8	40.381
8	40.043
8	40.294
8	40.371
8	40.245
8	40.223
8	39.075
8	40.008
8	40.619
8	43.956
8	40.283
9	37.391
9	34.879
9	38.059
9	37.777
9	34.927
9	37.46
9	37.169
9	37.779
9	37.571
9	37.584
9	37.488
9	37.598
9	34.97
9	37.486
9	37.422
9	37.675
9	37.519
9	37.569
9	37.623
9	37.573
9	38.121
9	38.073
9	38.019
9	37.425
9	37.462
9	37.975
9	37.592
9	38.235
9	36.93
9	37.526
10	34.41
10	34.461
10	34.54
10	33.244
10	30.903
10	33.45
10	33.361
10	34.154
10	34.17
10	30.222
10	34.409
10	30.082
10	34.466
10	36.107
10	34.383
10	33.483
10	34.495
10	34.402
10	34.386
10	33.918
10	30.051
10	34.098
10	33.723
10	33.632
10	34.143
10	43.844
10	34.403
10	33.453
10	34.527
10	34.473
11	31.605
11	31.07
11	31.244
11	31.017
11	31.345
11	28.224
11	30.525
11	31.223
11	31.403
11	30.892
11	30.965
11	31.066
11	30.442
11	30.788
11	31.014
11	31.317
11	31.273
11	31.295
11	39.946
11	31.208
11	31.394
11	31.315
11	31.313
11	34.799
11	31.245
11	27.09
11	31.623
11	31.055
11	31.59
11	30.169
12	28.149
12	27.652
12	31.707
12	28.071
12	26.899
12	29.213
12	28.405
12	45.589
12	28.552
12	28.465
12	28.605
12	28.672
12	45.177
12	27.384
12	27.487
12	27.911
12	24.601
12	45.586
12	28.637
12	28.273
12	28.488
12	27.062
12	33.056
12	28.606
12	28.631
12	28.25
12	28.595
12	32.916
12	24.163
12	28.286
13	26.547
13	29.929
13	25.589
13	25.911
13	26.554
13	25.28
13	54.842
13	24.978
13	26.673
13	26.804
13	26.371
13	54.472
13	79.14
13	66.734
13	25.313
13	31.203
13	26.077
13	26.251
13	54.348
13	26.737
13	31.053
13	24.796
13	26.366
13	66.705
13	26.222
13	30.61
13	24.743
13	25.978
13	25.343
13	24.979
14	80.806
14	27.047
14	23.399
14	24.448
14	27.916
14	24.035
14	24.116
14	23.157
14	22.904
14	27.385
14	23.44
14	27.669
14	27.294
14	23.342
14	77.117
14	76.281
14	27.827
14	24.739
14	23.431
14	27.662
14	22.817
14	27.784
14	23.332
14	25.187
14	28.851
14	23.805
14	27.313
14	23.233
14	23.449
14	28.044
15	25.864
15	78.29
15	73.809
15	73.768
15	73.741
15	73.717
15	23.597
15	21.349
15	25.957
15	21.473
15	23.57
15	73.622
15	73.551
15	27.513
15	21.232
15	73.757
15	75.516
15	73.749
15	27.588
15	21.346
15	73.598
15	78.462
15	73.916
15	73.829
15	23.86
15	21.444
15	73.972
15	78.382
15	73.737
15	73.863
16	24.406
16	26.375
16	20.489
16	76.777
16	76.407
16	49.454
16	22.14
16	71.687
16	71.639
16	71.731
16	71.615
16	24.28
16	19.985
