1	233.398
1	233.926
1	233.228
1	232.977
1	233.315
1	233.773
1	234.41
1	233.511
1	233.515
1	233.586
2	122.319
2	122.527
2	122.365
2	122.233
2	122.359
2	122.347
2	122.329
2	122.555
2	122.49
2	122.303
3	86.347
3	86.365
3	86.413
3	86.347
3	86.362
3	86.334
3	86.317
3	86.316
3	86.318
3	86.42
4	68.647
4	68.261
4	68.247
4	68.22
4	68.251
4	68.247
4	68.603
4	68.3
4	68.224
4	68.584
5	57.461
5	57.605
5	57.653
5	57.631
5	57.477
5	57.506
5	57.614
5	57.532
5	57.612
5	57.621
6	48.124
6	48.174
6	47.998
6	48.06
6	48.027
6	48.249
6	48.051
6	48.002
6	48.001
6	48.057
7	43.501
7	41.366
7	41.501
7	41.493
7	41.48
7	41.505
7	41.481
7	41.545
7	41.51
7	41.499
8	36.073
8	36.084
8	35.982
8	35.999
8	35.979
8	35.983
8	35.996
8	35.972
8	35.975
8	35.944
9	32.03
9	32.011
9	31.946
9	31.946
9	31.94
9	31.988
9	32.059
9	32.043
9	31.94
9	32.009
10	28.813
10	28.771
10	28.798
10	30.58
10	28.792
10	30.846
10	28.758
10	29.479
10	28.778
10	28.776
11	29.11
11	26.279
11	30.807
11	30.8
11	26.325
11	30.757
11	29.69
11	34.297
11	26.247
11	26.228
12	39.456
12	28.716
12	24.232
12	24.266
12	24.222
12	40.554
12	47.949
12	24.275
12	24.23
12	28.701
13	39.241
13	32.301
13	42.702
13	22.543
13	26.929
13	29.12
13	27.006
13	24.908
13	27.012
13	26.991
14	33.446
14	35.534
14	48.766
14	37.797
14	21.096
14	38.519
14	32.928
14	51.874
14	37.908
14	41.155
15	43.71
15	41.364
15	44.289
15	22.822
15	32.806
15	41.382
15	40.542
15	19.723
15	39.333
15	35.827
16	34.19
16	39.633
16	43.239
16	47.399
16	28.552
16	37.484
16	39.72
16	35.532
16	47.573
16	39.287
17	35.871
17	48.954
17	43.003
17	36.943
17	38.856
17	17.392
17	38.444
17	32.223
17	34.383
17	34.674
18	36.892
18	37.348
18	36.295
18	37.935
18	38.862
18	34.78
18	48.507
18	44.137
18	38.623
18	31.701
19	37.314
19	34.699
19	41.272
19	36.758
19	36.983
19	32.187
19	49.903
19	49.912
19	36.921
19	15.621
20	42.67
20	37.722
20	39.61
20	41.295
20	34.015
20	19.405
20	40.845
20	37.499
20	42.068
20	34.41
21	40.81
21	44.315
21	45.73
21	49.589
21	41.487
21	42.625
21	14.313
21	25.155
21	30.331
21	38.47
22	40.099
22	34.61
22	32.468
22	34.798
22	39.496
22	39.223
22	26.451
22	13.702
22	32.71
22	18.103
23	25.496
23	38.86
23	34.513
23	32.367
23	40.482
23	43.69
23	23.708
23	34.224
23	41.3
23	39.237
24	34.499
24	44.03
24	37.951
24	22.542
24	43.23
24	29.493
24	46.968
24	42.427
24	35.634
24	37.63
25	39.067
25	42.835
25	46.073
25	38.343
25	37.011
25	32.884
25	33.874
25	33.848
25	43.539
25	31.91
26	32.941
26	32.815
26	39.126
26	38.294
26	38.031
26	37.656
26	38.149
26	35.953
26	45.107
26	47.299
27	41.772
27	39.921
27	43.659
27	38.111
27	39.109
27	40.307
27	30.525
27	42.713
27	39.83
27	35.253
28	31.836
28	36.467
28	35.131
28	41.496
28	39.195
28	30.999
28	38.76
28	37.102
28	46.084
28	37.284
29	34.664
29	29.759
29	32.084
29	44.114
29	31.321
29	33.926
29	34.801
29	46.631
29	50.935
29	40.114
30	35.492
30	42.369
30	29.668
30	29.392
30	28.052
30	30.29
30	36.771
30	43.389
30	42.9
30	29.148
31	44.951
31	42.714
31	46.576
31	31.215
31	45.024
31	35.21
31	54.358
31	49.419
31	30.673
31	48.844
32	38.063
32	35.704
32	41.215
32	38.269
32	51.235
32	44.737
32	37.413
32	40.648
32	46.48
32	42.402
